CNA_index	seg_index	subclone_ID	phase	change
0	0	1	A	1
1	13	1	B	1
2	4	2	B	1
3	11	2	B	1
4	12	2	B	1
5	4	3	A	-1
6	4	3	B	1
7	7	3	B	-1
8	14	4	A	-1
9	10	5	A	1
10	19	6	A	-1
11	15	6	B	-1
12	1	7	B	-1
13	3	7	B	-1
14	14	7	B	1
15	3	8	A	-1
16	0	8	B	-1
17	8	8	B	1
18	14	8	B	1
19	19	10	A	-1
20	9	10	B	-1
21	18	10	B	-1
22	19	12	B	-1
23	6	13	B	-1
24	10	13	B	1
25	17	13	B	1
26	5	14	B	1
27	11	14	B	1
28	17	14	B	1
29	19	14	B	-1
30	12	15	A	1
31	12	16	A	1
32	17	16	B	1
33	18	16	B	-1
34	14	18	A	-1
35	0	18	B	-1
36	2	18	B	-1
37	9	19	B	-1
38	12	19	B	1
39	10	20	B	1
