CNA_index	seg_index	subclone_ID	phase	change
0	29	1	A	-1
1	25	2	A	-1
2	4	2	B	-1
3	13	2	B	-1
4	16	3	A	-1
5	23	3	A	-1
6	31	3	A	-1
7	24	3	B	-1
8	36	3	B	-1
9	27	4	A	-1
10	7	4	B	-1
11	23	4	B	-1
12	25	4	B	-1
13	22	5	A	-1
14	17	5	B	-1
15	29	6	B	-1
16	14	7	A	-1
17	8	8	B	-1
18	39	8	B	-1
19	1	10	B	-1
20	5	11	A	-1
21	6	11	B	-1
22	27	11	B	-1
23	38	11	B	-1
24	15	12	A	-1
25	37	12	A	-1
26	22	13	A	-1
27	32	13	A	1
28	36	13	B	-1
29	19	15	A	-1
30	25	15	A	-1
31	24	15	B	-1
32	14	16	A	-1
33	16	16	B	-1
34	8	17	A	-1
35	7	17	B	-1
36	11	19	B	-1
37	28	20	A	2
38	36	20	A	-1
39	31	20	B	1
